Date,Open,High,Low,Close,Adj Close,Volume
2016-05-13,100.239998,100.839996,99.690002,99.790001,89.395775,371600
2016-05-16,100.169998,101.120003,100.120003,100.820000,90.318489,322200
2016-05-17,101.010002,101.360001,100.500000,100.610001,90.130371,305800
2016-05-18,100.599998,102.089996,100.529999,101.529999,90.954536,374300
2016-05-19,99.570000,99.870003,99.230003,99.610001,89.234528,402600
2016-05-20,100.629997,101.080002,100.400002,100.610001,90.130371,340800
2016-05-23,100.320000,100.320000,99.459999,99.550003,89.180779,447900
2016-05-24,99.930000,101.110001,99.400002,100.639999,90.157249,852500
2016-05-25,101.650002,102.760002,101.440002,102.620003,91.931015,772000
2016-05-26,102.620003,102.750000,102.070000,102.269997,91.617455,371000
2016-05-27,101.800003,101.870003,100.230003,100.589996,90.112450,417600
2016-05-31,103.349998,103.980003,102.629997,103.410004,92.638718,673300
2016-06-01,104.239998,104.279999,102.820000,103.330002,92.567055,540200
2016-06-02,103.400002,103.989998,103.209999,103.820000,93.006012,301000
2016-06-03,103.690002,104.070000,102.769997,103.500000,92.719345,449900
2016-06-06,105.620003,105.839996,105.099998,105.540001,94.546852,559800
2016-06-07,105.620003,105.800003,105.410004,105.489998,94.502060,349500
2016-06-08,105.559998,105.800003,105.290001,105.650002,94.645401,217900
2016-06-09,104.500000,104.709999,104.150002,104.500000,93.615181,283300
2016-06-10,103.650002,103.760002,102.750000,103.199997,92.450600,316700
2016-06-13,102.260002,102.699997,101.489998,101.690002,91.097878,310000
2016-06-14,101.169998,101.550003,100.230003,101.080002,90.551414,375800
2016-06-15,102.639999,103.239998,102.269997,102.480003,91.805595,414900
2016-06-16,101.010002,102.120003,100.580002,101.989998,91.366623,305900
2016-06-17,103.260002,103.559998,102.480003,103.239998,92.486420,395100
2016-06-20,106.709999,107.050003,105.629997,105.800003,94.779770,567900
2016-06-21,107.300003,107.660004,107.000000,107.120003,95.962280,568100
2016-06-22,107.010002,107.550003,106.419998,106.500000,95.406860,881200
2016-06-23,109.680000,110.000000,109.129997,109.949997,98.497505,576900
2016-06-24,104.129997,105.180000,103.050003,103.959999,93.131432,783700
2016-06-27,101.180000,101.180000,99.300003,100.260002,89.816826,691200
2016-06-28,98.959999,99.940002,98.389999,99.849998,89.449532,967700
2016-06-29,100.610001,101.809998,100.459999,101.519997,90.945580,484100
2016-06-30,99.860001,99.989998,98.809998,99.989998,89.574944,1270000
2016-07-01,99.580002,100.209999,99.370003,99.639999,89.261414,515100
2016-07-05,99.629997,99.680000,98.900002,99.180000,88.849319,500700
2016-07-06,99.360001,99.849998,98.480003,99.779999,89.386826,423500
2016-07-07,100.470001,100.839996,100.050003,100.589996,90.112450,423300
2016-07-08,101.209999,102.160004,101.080002,102.070000,91.438293,372800
2016-07-11,104.919998,105.879997,104.839996,105.660004,94.654358,679300
2016-07-12,106.750000,107.279999,106.510002,106.540001,95.442696,456300
2016-07-13,108.099998,108.489998,107.260002,107.860001,96.625206,537200
2016-07-14,108.389999,108.410004,107.820000,107.980003,96.732704,296800
2016-07-15,108.940002,109.139999,108.540001,108.820000,97.485207,351300
2016-07-18,108.680000,109.180000,108.550003,109.010002,97.655418,233900
2016-07-19,108.680000,108.699997,108.129997,108.559998,97.252289,220500
2016-07-20,108.900002,109.400002,108.720001,109.300003,97.915215,192500
2016-07-21,109.160004,109.480003,108.669998,108.860001,97.521042,292700
2016-07-22,109.620003,109.879997,109.500000,109.680000,98.255623,205900
2016-07-25,109.900002,110.139999,109.620003,109.680000,98.255623,204600
2016-07-26,109.239998,109.769997,109.180000,109.599998,98.183975,198100
